exp_time,reactor,measurement,sensor
45.52365277777778,M4,0.2792637656348263,od_measured
45.690525,M4,0.27771124484662146,od_measured
45.857386111111104,M4,0.27664995458039265,od_measured
46.024252777777775,M4,0.27957576339878415,od_measured
46.19115277777778,M4,0.28004044091957236,od_measured
46.35804444444445,M4,0.27834602753126964,od_measured
46.524880555555555,M4,0.27827798546572563,od_measured
46.69173611111111,M4,0.27942889211096356,od_measured
46.85861388888889,M4,0.28049848019006357,od_measured
47.02549444444445,M4,0.27877419467542447,od_measured
47.19242222222223,M4,0.2789044703375026,od_measured
47.35935,M4,0.2789998951855216,od_measured
47.526194444444435,M4,0.2789019809936412,od_measured
47.69307777777779,M4,0.2781991562434491,od_measured
47.859902777777776,M4,0.2799823562294738,od_measured
48.02674166666667,M4,0.2787824924882956,od_measured
48.193549999999995,M4,0.27771373419048284,od_measured
48.36036111111111,M4,0.27724573754454607,od_measured
48.52721666666666,M4,0.27687482530920265,od_measured
48.694061111111104,M4,0.2775104377751379,od_measured
48.86091666666666,M4,0.2752633900496122,od_measured
49.02778055555556,M4,0.2801176105792747,od_measured
49.194624999999995,M4,0.2781759223674097,od_measured
49.361475,M4,0.27808879533226194,od_measured
49.528283333333334,M4,0.27795851967018376,od_measured
49.695133333333324,M4,0.278471324505625,od_measured
49.861955555555554,M4,0.27870615260988046,od_measured
50.02876666666667,M4,0.2791442771294808,od_measured
50.19587222222222,M4,0.28003629201313673,od_measured
50.36332222222222,M4,0.2885626139247068,od_measured
50.530861111111115,M4,0.31852097131845425,od_measured
50.69776111111111,M4,0.3178901398965379,od_measured
50.86461666666666,M4,0.32702578597127324,od_measured
51.03148055555555,M4,0.3263904808781218,od_measured
51.19833055555556,M4,0.31470502894907093,od_measured
51.365208333333335,M4,0.3218227640012309,od_measured
51.532019444444444,M4,0.3287438248537105,od_measured
51.698838888888886,M4,0.32726725850848565,od_measured
51.865808333333334,M4,0.33012441438649576,od_measured
52.03265833333333,M4,0.3344310662267349,od_measured
52.19951944444445,M4,0.34240452449094916,od_measured
52.366388888888885,M4,0.3406203401571357,od_measured
52.533297222222224,M4,0.34352917585722875,od_measured
52.70016944444444,M4,0.3456874236651657,od_measured
52.86701666666667,M4,0.3387008039083434,od_measured
53.03386666666667,M4,0.3376745902984121,od_measured
53.20070277777778,M4,0.3423676103323185,od_measured
53.36758611111111,M4,0.3474494595038007,od_measured
53.53443333333333,M4,0.34759465519441446,od_measured
53.70131111111111,M4,0.34968891846072514,od_measured
53.868163888888894,M4,0.34953141805056775,od_measured
54.035027777777785,M4,0.36040140729533143,od_measured
54.201886111111115,M4,0.35866644183969226,od_measured
54.36879999999999,M4,0.3606425797983848,od_measured
54.53563888888889,M4,0.3642724720637292,od_measured
54.70248611111112,M4,0.364316769054086,od_measured
54.86940555555555,M4,0.35746057932442526,od_measured
55.036233333333335,M4,0.3616540277448639,od_measured
55.20308888888889,M4,0.369425688608564,od_measured
55.36995555555555,M4,0.37327952676960086,od_measured
55.53682777777778,M4,0.3760554714986236,od_measured
55.70367222222222,M4,0.3731097216399,od_measured
55.870527777777774,M4,0.3716159286873142,od_measured
56.03735277777778,M4,0.376557504056,od_measured
56.20424722222222,M4,0.37375694988789027,od_measured
56.37110555555556,M4,0.3763409409920337,od_measured
56.537930555555555,M4,0.3746847257414732,od_measured
56.704750000000004,M4,0.3789889166378037,od_measured
56.87157500000001,M4,0.37624496417959413,od_measured
57.03843333333332,M4,0.3789126273766337,od_measured
57.205258333333326,M4,0.37977887963249907,od_measured
57.37208888888889,M4,0.38747179029112044,od_measured
57.53890555555555,M4,0.39253149096742435,od_measured
57.70577222222222,M4,0.3899081247607415,od_measured
57.872597222222225,M4,0.39026250068359547,od_measured
58.03944166666666,M4,0.38805257305357566,od_measured
58.206294444444445,M4,0.38583526259182954,od_measured
58.373133333333335,M4,0.38365486628871426,od_measured
58.54000833333334,M4,0.38692792168729595,od_measured
58.70687777777778,M4,0.3873093679931458,od_measured
58.87370555555556,M4,0.39293754671236114,od_measured
59.040502777777775,M4,0.3967741582660371,od_measured
59.20735833333333,M4,0.4001825655795978,od_measured
59.37418888888888,M4,0.401698507027362,od_measured
59.54100555555556,M4,0.4016812804200011,od_measured
59.70786111111111,M4,0.4002933080554897,od_measured
59.87468888888889,M4,0.3940400495834624,od_measured
60.041516666666666,M4,0.388766246787101,od_measured
60.20836388888889,M4,0.39163816832856324,od_measured
60.375225,M4,0.3904396886450225,od_measured
60.542030555555556,M4,0.3940868075177279,od_measured
60.70890555555556,M4,0.4012998341141513,od_measured
60.87576111111111,M4,0.4036475746030588,od_measured
61.04262222222222,M4,0.40714949778515047,od_measured
61.20947777777778,M4,0.41222888601272395,od_measured
61.376324999999994,M4,0.4116530251380862,od_measured
61.543175,M4,0.4129524035218841,od_measured
61.71005277777778,M4,0.41188927575332224,od_measured
61.876891666666666,M4,0.40961290263776723,od_measured
62.04376388888888,M4,0.40855715770093143,od_measured
62.210586111111105,M4,0.40888446324078964,od_measured
62.377449999999996,M4,0.4096596605720327,od_measured
62.54426111111111,M4,0.4097162622819329,od_measured
62.71108888888889,M4,0.41104271104872664,od_measured
62.87795833333333,M4,0.40918715934156075,od_measured
63.04482222222222,M4,0.40842426672986126,od_measured
63.21168333333333,M4,0.4075752410813569,od_measured
63.3785,M4,0.4078533277430409,od_measured
63.54536666666667,M4,0.4100263412144302,od_measured
63.71221388888889,M4,0.41503682301255984,od_measured
63.87903055555556,M4,0.41815729988880174,od_measured
64.04588333333332,M4,0.419579725468035,od_measured
64.21271111111112,M4,0.41905800535938886,od_measured
64.37956944444446,M4,0.42180687970541586,od_measured
64.54638888888888,M4,0.41946898299214314,od_measured
64.71322777777777,M4,0.41693174982226505,od_measured
64.88006944444444,M4,0.4142960788960387,od_measured
65.04693055555556,M4,0.4134987330696174,od_measured
65.21378055555554,M4,0.4132624824543813,od_measured
65.3805861111111,M4,0.41127403977614524,od_measured
65.54743333333333,M4,0.40989591118726865,od_measured
65.71427777777778,M4,0.4083233680296042,od_measured
65.88109722222222,M4,0.4073365295222123,od_measured
66.04793888888888,M4,0.40867774395245815,od_measured
66.21475555555556,M4,0.413636545928505,od_measured
66.38159166666667,M4,0.4139047888145542,od_measured
66.54843055555556,M4,0.41509096377855154,od_measured
66.71528333333333,M4,0.414554478006453,od_measured
66.88212222222222,M4,0.4145963140529012,od_measured
67.04900555555555,M4,0.4174017901088284,od_measured
67.21583333333334,M4,0.41738210255755875,od_measured
67.382675,M4,0.41735503217456293,od_measured
67.54950277777778,M4,0.4166315146654027,od_measured
67.71633055555556,M4,0.4185830431850082,od_measured
67.88315,M4,0.41751253258472026,od_measured
68.04998055555555,M4,0.4159916692491387,od_measured
68.21677777777778,M4,0.4205050403777093,od_measured
68.38358333333333,M4,0.4214254333995661,od_measured
68.55042777777777,M4,0.4242776673897588,od_measured
68.71725277777777,M4,0.42750642579798376,od_measured
68.88411944444444,M4,0.42555243633446954,od_measured
69.0509611111111,M4,0.41914659934010245,od_measured
69.21777222222222,M4,0.42132945658712645,od_measured
69.38462222222223,M4,0.4204607433873525,od_measured
69.5515,M4,0.4215238711559144,od_measured
69.71832222222223,M4,0.4271618936507646,od_measured
69.88516944444444,M4,0.424014346391527,od_measured
70.05196666666666,M4,0.4281561149898827,od_measured
70.21880277777777,M4,0.4256951710811746,od_measured
70.38563888888889,M4,0.43294511183622875,od_measured
70.55247222222222,M4,0.43104034125088864,od_measured
70.71930555555556,M4,0.43160881929380024,od_measured
70.88615,M4,0.4223778186922361,od_measured
71.05300277777778,M4,0.42789033304774227,od_measured
71.21981666666667,M4,0.42410786226005787,od_measured
71.38665833333333,M4,0.4267804473449149,od_measured
71.5535,M4,0.4199094919518018,od_measured
71.72033055555556,M4,0.4239454399620832,od_measured
71.88717777777778,M4,0.42471079351769137,od_measured
72.05402222222223,M4,0.4199685546056109,od_measured
72.22082777777777,M4,0.42671154091547103,od_measured
72.38769722222222,M4,0.4257960697814317,od_measured
72.55454444444445,M4,0.42153863681936665,od_measured
72.72141388888889,M4,0.42433426909965904,od_measured
72.88827777777777,M4,0.42444747251945963,od_measured
73.05510555555556,M4,0.4339639426144339,od_measured
73.2219361111111,M4,0.424090635652697,od_measured
73.38876111111112,M4,0.4279740051406384,od_measured
73.55561666666667,M4,0.42830623256831396,od_measured
73.72246944444444,M4,0.42280602293235126,od_measured
73.88929722222221,M4,0.4205394935924312,od_measured
74.05615000000002,M4,0.4336833950088412,od_measured
74.22298333333333,M4,0.42567056164208755,od_measured
74.38981666666668,M4,0.42796662230891214,od_measured
74.55662222222222,M4,0.4290666642361048,od_measured
74.72345277777778,M4,0.4313135060247552,od_measured
74.89029166666666,M4,0.42431950343620684,od_measured
75.05712222222223,M4,0.4294579543175894,od_measured
75.22396111111111,M4,0.42817334159724374,od_measured
75.39077222222224,M4,0.4356103140893595,od_measured
75.55758888888889,M4,0.43120768543668075,od_measured
75.72443333333334,M4,0.4209357055617332,od_measured
75.89128055555555,M4,0.4187356217073482,od_measured
76.05814722222223,M4,0.42395282279380936,od_measured
76.22496388888888,M4,0.4206133219096925,od_measured
76.39177222222223,M4,0.41444619647446995,od_measured
76.55863888888888,M4,0.42871967114497694,od_measured
76.72548333333333,M4,0.42573946807153135,od_measured
76.89234444444445,M4,0.41478826767778043,od_measured
77.05917222222223,M4,0.4167102648704813,od_measured
77.22605,M4,0.42144512095083575,od_measured
77.39288055555556,M4,0.42356399365623343,od_measured
77.55969444444445,M4,0.42090617423482873,od_measured
77.72654444444444,M4,0.4173870244453761,od_measured
77.8933972222222,M4,0.41736979783801514,od_measured
78.06025277777779,M4,0.4246788012468782,od_measured
78.22709444444446,M4,0.42858431922999785,od_measured
78.39393888888888,M4,0.41690221849536063,od_measured
78.5607888888889,M4,0.4179924166469183,od_measured
78.727625,M4,0.4224688736168584,od_measured
78.89448611111112,M4,0.42953178263485053,od_measured
79.06135277777777,M4,0.4303463550686329,od_measured
79.228175,M4,0.428660608491168,od_measured
79.39503055555556,M4,0.4273981442660007,od_measured
79.56188055555556,M4,0.4282742402975007,od_measured
79.72872777777779,M4,0.43417066190276526,od_measured
79.89554166666667,M4,0.41765034544360785,od_measured
80.06238611111112,M4,0.4144585011940134,od_measured
80.22923333333333,M4,0.419791366644184,od_measured
80.39606111111111,M4,0.4259511092476803,od_measured
80.56287222222223,M4,0.42360336875877275,od_measured
80.72970833333333,M4,0.41588092677324673,od_measured
80.89655277777779,M4,0.4154453397014054,od_measured
81.06338611111111,M4,0.40911579196820824,od_measured
81.23020833333334,M4,0.41916628689137203,od_measured
81.39704444444443,M4,0.4049321873234044,od_measured
81.56389444444446,M4,0.40281577556191545,od_measured
81.73074166666669,M4,0.39781759848332937,od_measured
81.89755,M4,0.39551169404086983,od_measured
82.06439166666668,M4,0.4005098711194561,od_measured
82.23120277777778,M4,0.3963188836429261,od_measured
82.39803611111111,M4,0.3947512623730791,od_measured
82.56490000000001,M4,0.3917587545800899,od_measured
82.73171111111111,M4,0.3916627777676504,od_measured
82.89858055555555,M4,0.39338297755983737,od_measured
83.06545,M4,0.3902231255810562,od_measured
83.23228055555556,M4,0.39733771442113125,od_measured
83.39911388888889,M4,0.4042111307581529,od_measured
83.56596944444443,M4,0.40423574019724007,od_measured
